text,label
"semraakrsu Keşke seni bir yerde görsem, ah bir elime geçsen Ahmet K. 🤕🤐👹",0
"yesimy61.5Onca yorum okudum Ahmet Kuralın söylemiş olduğu ""Haksız olmak haksızlığa uğramaktan daha acıdır"" cümlesini bir tane anlayan insan yok. Demek istiyor ki sıla haksız idi ben ona şiddet uyguladım evet.Ama haklı iken şiddet uyguladım fakat haksızlığa uğradım diyor. Yani Ahmet kurala göre haksız olan kişi sıla . Haksızlığa uğrayan kişi işe kendisi.",0
senemkumker eski hali daha güzel bence,0
Adamsın kaptan,0
efeecrincicek Güzel olmuş,0
FAA,0
fatmabernaayaz@seymasubasi ile @selin_imer iyi ikili 🤣,0
esrdrv O zamanlar da çok güzelmiş sizin yıllar içinde ki değişiminizi de görelim,0
ozTürk75gmail.com Yazık böyle kadınları ülkemize getiriyoruz adam ediyoruz Sonra da vuruyorlar tekmeyi gidiyorlar.,0
akguleelf@ezozgen 😁😁😁😁,0
nrsnylmzz Benler aynı,0
??,0
htcdnmz23@cmdurmus kesinlikle,0
buket24ergun@ozlemKüçükdere bırak bu işleri burun kadınlar az da olsa kıskanır burada bir laf sokma var ne derseniz deyin,0
melikeerciyas Her haliyle bu kadar güzel mi olur insan,0
sametbjk78@can.keys neden darda raporunu 2 gün sonra alıyor o zaman,0
semrakuvat Kesinlikle emina boynundaki iki beninden anladım,0
"rabianur.akk yapılanlar saçmalık. bir insanı seviyorsan onun yanlışlarını elbette yüzüne vuracaksın ama arkanı dönmeyeceksin. adam aktör. yok bir daha ekranda görmek istemiyoruz falanlar filanlar büyük saçmalık. evet Ahmet kural hiç bir zaman yalnız değildi bundan sonra da olmayacak. insanların kariyerine siz karar veremezsiniz. kadına şiddete karşı duyarlı olayım derken karşı tarafı bitirmek aptallıktır. saçma sapan feminist fikirlerinizi kendinize saklayın. bu ülkede bir olay olduğunu illa taraf tutmak zorundaymış algısından kurtulun. Ahmet kural da sıla da bizim ülkemizden, bizim vatanımızdan iki insan. ikisinin de yanında olmak varken iki taraftan birini gömüp diğerini yüceltmek de ayrıca aptallık. olaylara objektif bakamıyorsanız çenenizi kapatıp yargının vereceği kararı bekleyin. boş yapmayın. yanındayız Ahmet abim.",0
lily.8434 👍🏼👍🏼👍🏼👍🏼👍🏼 çok tatlı olmuş,0
canımdaki_canniyide Biraz da usturuplu giyseydi ya,0
Pastırmanın gücüne dayanamadı herhalde,0
"nurrcesmeci Bizde zaten, ben yaptım, dövdüm. İnsan değilim. Demeni beklemiyorduk!",0
memmedova.ili😍😍😍,0
????????????????????????,0
z.kalayci@minikbiraslanannesi katılıyorum,0
gozdeozerl Yorumları okumak 😂😂😂😂,0
semraydin Öff kokuyordur bu 😕,0
okumus.naciye Bu mu  ÇAĞLA .İNANILIR GİBİ DEĞİL,0
sule__hanim@junejanep ben de sadece ben mi hatırlıyorum dedim. Neyse ki tek değilmişim 🙈,0
emine_chn@_bttl_bkts_35_  bu işi çözer sence aynı kadın mı 😁😁😁,0
fikriyetavsan Ardanın karsı niye iç çamaşırıyla oturmuş gibi ay gülben var kocalarınızı saklayın,0
nonana_24 Buna askerlik denmez tatil denir.,0
erhann_bade Sonuna kadar Ahmet yandayız,0
barutpinar Ne alaka hangi zamanda yaşıyorsunuz yaptı müzik belli her şanatcı ceketmi iliklesin,0
serhan71 👍👍👍,0
zaask09 Kızı nasıl hırpalıyor,0
mavibeyaz_kelebekekip enteresan🤔,0
seyogram@smgglrtk35 adam adını soyadını yazmış ya la resmen basın açıklaması 🤣🤣,0
n_han_k 😖,0
VOLKANNNNNNNN DEMIRELLLLLLLLLL VOLKANNNNNNNN DEMIRELLLLLLLLLL @1volkandemirel,0
arzu_ahmet_emin Yakışmamış,0
melike_mustafa27Herkes olay anını görmüş gibi konuşuyor siz konuşmaya devam edin ...,0
emilya_berkay Kulağı aynı benler aynı küpede aynı kaşları da aynı,0
hfzklmn Aman aman nasıl gurur verici poz gözlerimiz yaşardı😏😏😏,0
meltemelizleri@afteranother 🤣😃🤣😃🤣,0
esrar1172👍🌹👍🌹,0
nimetnrcm Şaka gibi hiç alakası yok,0
damlaahi@mirelacinar sen kafanı takma elimizden geldiği kadar yapıyoruz çok şükür ha onu da buraya atmamız lazımdı çünkü herkes görsün değil mi pardon,0
"mrt212462 işletmenin adını verin şikayet edelim, o çatal birinin ağzına değer meğer, halkın sağlığıyla oynuyor işletme, evet zengin de halktır",0
Sanki hiç yapmadığınız şey. Mide bulunacak Bir şey görmüyorum gayet normal bir öpüşme. Ayrıca bunu çekip de saygısızca insanların özel hayatını deşifre edipte burada yayınlar utanmalı. Sanki madalya taktılar. Ortamda anormal bir durum yok sevgilisi eğleniyorlar bitti.... bu kadar basit.... Sanatçı diye göz önünde diye elindeki o iletişim aletini fütursuzca istediği gibi birilerini çekip gizlice yayınlamak esas ahlaksızlık...,0
yellow_bulutum Ben inceledim 😎 kızı 💯,0
O ZAMANN TEKRAR TEKRAR AAG ??????,0
zozan.damaren güzeli senin olsun canım kardeşim benim @dilan.damarr 😍,0
elifyıldırim1709@mert____ulusoy 👏,0
hlydmr54 Burun dudak dolgusu elmacık kemikleri botoks (estetik sayılmaz sadece burun zaten),0
Çekemeyen anten taksın?,0
"çağlaaliyeaygun@tugbaguner29 biri sizin giyiminizden dolayı eleştirse, edepsiz bulsa hoş olur mu? Gözünüzü seveyim bırakın artık kim ne ya da nasıl giyinmek istiyorsa giyinsin. Biz kadınlar birbirimizi yereceğimize birbirimizin hakkını savunalım. Giyimin edeple, ahlakla, namusla hiç bir alakası yok. Rica ediyorum artık bunun farkına varalım. Sevgiler. 🌼",0
DELIKANLI SAHAYA GIRENI CIKARTIRKEN DAYILANIYO DELIKANLIIII,0
esmer.ayselOmg,0
zehra3357 Hm,0
ddmyksl🤣🤣🤣,0
sadecedahasade 🙂,0
"neylerse_güzeleyler Bir bayan olarak şaşkınım... Ahmet Kurala konuşma fırsatı vermeden yargılayanlar? Olayın hangi bölümündeydiniz , gözünüzle şahitlik ettiniz mi? Şaşkınım, hakkına girmeyin adamın. Vicdanınız böyle rahat ediyorsa şayet üzgünüm...",0
aksimaden Seni yerim,0
"syda8BAna daha çok şaptan şeker olmaz, yaptıklarım yapacaklarımın teminatıdır diyor gibi geldi söyledikleri",0
hayathayal57 Ay bacakları da güzel olsa gam yemeyeceğim😝,0
nezhgnyy@bay_doctor_ Doğru tektir .Adam açık açık böyle demek istiyor.,0
serapbektasvip Sabaha bir başkasıyla elele çıkar merak etmeyin kadın hiç boşta kalmıyor,0
fundasakarys Tabi ki Emine,0
crescentt93 @esraktem,0
zeynep.esgi Çağla Şikel in esmer hali çok benziyor ,0
firdevskapcak geçmiş olsun🌺,0
nurcantasdemirhavuz Sanırım zorla tutuluyor sanki şiddet var ortada sıkıntılı durum,0
cigdemeergun @gergun092 koptum,0
Basketbol maçlarını tercih eder olduk futbol zevk vermez oldu bravo ????,0
hafizekaya12‘  MESAJ ATIN sabah'a kadar konuşuruz,0
glsm_halil_ogce @mugegvrcn 👍🤣🤣🤣🤣,0
dulkadir.kirsehir41 Bircan bali haklı çıktı,0
"nezhgnyy@Türkmenay_sun Ahmet Kural haksız olmak daha kötü diyor, haksızlığa uğramayı tercih ederim diyor. Yani karşı taraf suçlu ben mağdurum diyor bunun nesini anlamadınız",0
ipekkarasss Her şey yalan olabilir bence kimse celallenmesin ben Ahmet kural tarafındayım bazı yorumlarda kadının o kadar parası var demişler bence haklı olabilirler ama yargısız infaz yapılmamalı yine de ikisini de çok seviyordum ama kimse bu kadar çok rol yapamaz Ahmet kuraldan bahsediyorum @ahmtkural @silagencoglu ama çok yakışıyordunuz kim yalan söylüyorsa ona hiç yakışmadı . Ahmet love,0
aytent225 Güzel ama boyunu kesmiş sanki 🤔,0
fatimazisann Erkeksi bayağın olmuş 🙄,0
sibel_gurkan2008@o.sem.b aynen hanımefendi,0
kolay_yemek Ne kadar rüküş allahım,0
28.hafta arenada görüşürüz Volkan ile Josef,0
ozgurbydgdx#FREEAHMETKURAL,0
betus_betuss Elleriyle yedirse amaçı daha güzel olurdu. Böyle pek sevmedim .yine de sağ olsun,0
birdenizasigi Nabzı 100ün üstüne çıkarsa anormal durumdur. 90 değil @2.sayfaofficial,0
sunaytaas@ayferserbestt 😂😂😂,0
birsen.den Hiç bir şekilde kadına şiddeti desteklemeyelim lütfen çok üzücü bir olay,0
heybeli32Efendim o gece neler yaşandı? Sıla sizi aldattı mı? .. bu sorular yıllar boyunca seni her daim takip edecek Ahmet Kural - derinin altında olmak istemezdim- eski bir Kızılderili atasözü,0
#FAA,0
busegungorrozer Çok güzel..,0
http://bos.gamegami.com,0
sultansrgz_17 bedelli yapmak bir seçenektir devlet böyle bir şey sunmuş hak tanımış yararlananlara ne bu kin bu onların hakkı,0
aysesabripekomer Sen bu halinle Türkiye birincisi olduysa ben dünya birincisi olurdum herhalde sizleri seyredenlerde göz nizam yok herhalde hey allahım,0
sinemyyalcin O dudaklar ne o zaman 🤪,0
hakansozen37@flyacn 😂😂😂,0
"_zyn_brn16_o restoran bizim daimi olarak gittiğimiz hijyen açısından inanılmaz temiz bir mekan, polemiklere cevabım o çatal kesinlikle mutfağa girmediğinden % 100 eminim, İzmir/Narliderede@bizimgazino",0
huseyinyildiz2017 Pantolonuda çıkarsaydın onu bulamayıp intihar edenler var,0
tulayurur @birtashikayesi her tarafa,0
deryaa_1907xx emine işte,0
elifvedatcan Tövbe Ya Rabbim ya,0
bahar.hira.liva Allah'ım ya insanlar parayı nereye harcayacağını şaşırmış yemin ederim. Şimdi çok mu güzel olmuş yani bunlar aynaya bakmıyor mu merak ediyorum,0
akbltnihal Boğazında ki benler de kulaklar da aynı yani @2.sayfaofficial@yaemina,0
"aydaaece@sedayagiz2017 Hiç Bir şey yemediği,hamileyken bile diyet yaptığı için tüy sıklet,bu durum da onlar için çok normal",0
demet.akyurek💖❤️,0
werawera30😃😃😃kesin @sevvsahin,0
hilall_btk👈👈👈,0
sibelazra1@nagihanorhn 😂,0
aytulkalender34Ya ne demek çocuk doğmadan kutlamak ne adetler çıkarıyorlar pes,0
sevecen1ii@zehraa_ozkmn benimde dikkatimi çekti ama sizinki fazla acımasız olmuş 😅,0
gulsah411 maalesef:(,0
arzugunacti Baban bile diyemiyorum deden gibi duruyor 😠😡😠,0
ozlemhatilcibayrakli Giyen güzel olunca gelinlikte güzel 😍😍 @busraaduygu,0
gnrysmn@serasem 😂😂😂,0
jjasminnnnnnn Biri @bircanbalii yalancı mı demişti 🙈😂,0
kaptan yarın mutlaka galibiyet bekliyoruz bizler inandık sizde inanın,0
zynp_psygtnl mesleğinin hakkını verdi yine👏 . yalnız repliği yanlış ezberlemişsin. olmadı orası.,0
elafatihh kız nasıl mutsuz...yazık☹,0
hilal_dvr Şu kendini insanlıktan çıkaran varlığı görmekten gına geldi artık insan niye Allahın verdiği sureti değiştirirki yazıklar olsun,0
beyhansvr Çok ayıp!!!!! Hayko Cepkin müthiş sesi ile harika bir sanatçıdır.,0
yasinakmnn Avukatı iki cümle ezberletmiş onu da çorba yaptı,0
ogz_ogz3434Buda seda gibi 7 kocalı olur,0
saykogramgirl_ Bir şeye malik olmakla ona layık olmak başka şey @ahmtkural,0
aycaackl@nzylmzrr duramıyorum 😂🐍,0
asl.i😂😂😂,0
senay_julia Ya Sadettin Saranın kızı Mustafa Sandal’ı öpüyorduysa 😂😂😂,0
seyhantgsl Hayır 😔,0
erbay3918Darisi başıma,0
csmmlt @dkb0636  😂😂,0
busra_yildiz_kececi ah yavrum,0
mustafaozge.urum Ahmet kuralı bu kadar kolay harcamamalıyız olayın iç yüzünü bilmiyoruz bazen her şey göründüğü gibi olmayabiliyor ben şahsen birinden dayak yesem değil 3 gün sonra 3 saat sonra bile gitmem karakola anında koşardım,0
Haha,0
meryemyrtsvn@canandumann1 konuyla alakalı değil ama bu  kadar kadına tecavüzü kadın istedikleri için mi maruz kalıyor (artı ben bu tarz kadınlar istemiyor demedim erkek erkek olsun da bu tarz kadınlar için yuva yıkmasınlar ve aynı tepkiyi erkeklere de verilsin dedim he pardon onlar erkek her şey hakkı değil mi saygılar,0
hale Türkan Ben Ahmet Kural’a inanıyorum 🙏,0
kvhatic Şeyma subaşı,0
nami37 bu kadını hiç sevmiyorum sinemden ayrıldıktan hemen sonra hemen kaptı ardayı adamın tüm pisliklerini kabul ediyor kadın bir de parası için hemen çocuk yaptı uyanık,0
sultannnn_celik Sadece güzellik değil boy kilo vücut yapısıda çok önemli at gibi dedikleri kadınlardan bence😁,0
etnatan2018@foreverdemettt_ ne yapmış peki Herkesin her söylediğine inanmayın. Aptal demek de kadınlara yakışır ancak,0
kurtulmusneriman@makyaj.beauty,0
gumussunbay@baharakcaoglu MAGAZİN SAYFALARI DIŞINDA MEDYA yok mu BAŞKA...HER YERDE BUNLAR.. SEN BUNLARI TAKİP ET ZATEN..YAKINDA bir GÖBEKTE SEN AÇARSIN SAYFADA...HAHAAAAHAHHAA,0
kirmizilikitap@seymanizm 👏🏼👏🏼,0
yusufkeremin_annesi Ya parasını fazladan verir çatalı bıçağı tabağı attırır zenginin malı züğürdü böyle konuşturuyor demek ki 😂,0
aminesultan_@damlaahi yardım etmediğini nereden biliyorsun ?,0
mrmsmhozn Dun 7 tane şehidimiz varken bu gün  bu haberi yapıyorsunuz ya yazıklar olsun 😬😬😬,0
informalbilgi Hălă takipten çıkmayanlar var,0
sporgiller Sağlıklı bilgiler egzersiz videoları için daha fazlası  @sporgiller 💞,0
omrum_gurur Yemin ederim sırf yorum okumaya geliyorum 😂😂 keyfim yerine geliyor süpersiniz Vallahi 👏👏👏,0
Volkan babacan gibi oyna be,0
betulduz yurtne dedi bu şimdi,0
guldenadem.ozdemir@ş,0
irem__mira Allah ıslah etsin başka söz söylenmez bu duruma😕,0
yıldırm65 Ama elbisesi çok üzün ya keşke biraz terzide kestirsen canım ya 😋😂😂😂😂,0
gulsen.yrsz Neyseki pantolonunu çıkarmamış 😁😁,0
ozlemdemirel_44En az Nikah elbisesi kadar edepli 😂,0
6s liler hiç yorum yapmasan tuzlayarak yedikleri golleri 3lig takımı attı,0
ysipero gülbenden gelen cevabı da atsaymış bari 😂 yarım kaldı böyle,0
leyla.arikan80Çok güzel maşallah aynı babası Allah bağışlasın,0
15.000 Takipçi 70TL,0
sevo_sevo77 Hiç yakışmadı ya uzun daha güzel,0
sengulengeç Allah biran önce şifalar versin orhan babayağı,0
busradagkran@mrs.zenginnn 🤣🤭,0
nesrin.akca2Çok yazık kendini mahvetmiş nasıl yakıştırmış bu adamı kendine dedesi gibi,0
hnf_kozanoglu Adam son derece haklı👏👏👏Emrah'tan değil diger oyunculardan reyting topluyor o dizi👍,0
Meğer sizin 4.yıldız pastırmaymış @1volkandemirel,0
GT RENKTAŞLAR,0
_kubrar Mükemel olmuş😍😍😍🤪🤪,0
marixbymaria@neclatekinn__hahahahahah tespit gibi tespit 😂,0
canselciift3 0 gösteriyor desem?,0
busenesee@yesimm.ak e sonunda biride benim gibi düşündü👌,0
peruskaliberta@afteranother 😂😂😂😂,0
zeynoo.06@yigitcanbaskut ay sesli güldüm 😂,0
aurarixx@damlaahi hayvanlar aç kalınca o dışardaki aç insanlar doyuyor mu?,0
444444,0
sanemcik34 Alâkası yok bence.,0
betuleslm Hayır tabi ki,0
cgdmvldnkr Evet çok güzel olmuş,0
cssancaroglu vallaha istediğin kadar kendini savun orta bir şiddet var,0
esrabyrk39@iheartmyself1 bilmem nasıl insansın senin insan olduğundan bile şüpheliyim😉,0
effur77 O neydi kız 🤣🤣🤣,0
badebadelermi@gulcayz 🤣🤣🤣🤣🤣🤣,0
thebigdog3434 @nazmiye_altas 😊,0
dilara.pamuk 👏,0
gunes_bulut56😭😭😭,0
24aleynaa@imrenbngl  iyiydi 😂😂,0
aynursenolturha A küpe bile aynı,0
cancuyldz@emineademsahin herkes diye yazılır. Pardon da ne yeri ne gereği vardır ? Olay budur buna yazacağını yazarsın sonra da başka bir zaman sevmem niye sevmem şundan ötürü dersin. Başka türlü yaptığın tam da buna giriyor bizden olmayan dayak yesin mantığı kendini bir sorgula,0
cigdemguzgun Yazık,0
ceydakaya455 Oyunculuğu da var şarkıcılığı da var ekranın yetenekli gayet,0
berringlksz@dnz535 🤣🤣🤣,0
ipektukus Serap ezgi,0
Satın Almak İçin Dm Veya WhatsApp: 0536-787-61-51 211cdd,0
ayse.kose53 Harika 👏🏼👏🏼👍👍,0
ozanozxb45 dağla dayak ne dir be,0
gönülxmasal @cam_damacana_su  yinemi sen🙄🙄🙄,0
gano_excel_2325 Ek iş arayan Hanımlar bilgi için lütfen dm ❌❌,0
dilandeniz012Ì MESAJ ATANLARA özel.. <3,0
hak_yarat çok zarif ve yaratıcı bir gelinlik. daha önce giyilenlere benzemiyor,0
sleynaa@çağladerin92 😅,0
monalili999 Ona her şey yakışır,0
"sin_city06@nr.plt16 Birisi bir şey yazıyor, şu kişi bunu söyledi ama ne ses ne görüntü var hemen hurra saldırı! Hiç araştırmadan dinlemeden bilinçsizce her söylenene inanır hale gelindi maalesef! Tuhaf cidden hemze çok tuhaf.",0
beyazsevgi9379@yagmurtanrisevsin Tabii ki de,0
Ücretsiz üyelik faremsiye üye olmak ister misiniz,0
arzu demir artan👎👎👎,0
hevalo111 Ya siz Türkiye'dekiler Allah'tan iman dan İslam'dan söz konusu olunca sular durur ya bırakın Allah'ın yarattığı insana kusur bulmayı en güzel şey ruh güzelliği Ona da çok emek gerek lütfen asil günahı isliyorsunuz biraz Mevlana okuyun sadece tavsiye sevgiler,0
burcakvtnsvr@phillis70 o hayvan senden temizdir takma dişli moruk,0
yade7840 Tam yaşlı olmuş 😣😣😣,0
b.okur.52 Kesinlikle emine,0
Buyurun Ətraflı Baxmaq Üçün Səhifəyə Davetlisiniz...,0
alevramadan Yağmur,0
bir.acayp.adam😂 baba doğan bir pişman doğmayan iki doğuştan felekle düşman olumsuz sanki nabızdan bir şey olmaz baba dağ gibidir orhan babamız,0
4luk bence :D,0
ilefli_anne @cam_damacana_su  şu kızcağızlara da sponsor ol bari cam damacana yolla o kadar reklam yapıyorsun burada 😂😂😂  @2.sayfaofficial,0
02smnr@kubrayanbakar ahah ha 😂😂,0
Adamın dibi volkan abi,0
"sahinlernihalmhcogluArkandayım @ suçlu değimlisin, benim umudum var. Seni seviyoruz.",0
fecanbulat@serasem 😂,0
aysezihniye@rosna__rosna bende,0
whyufuk #Ahmetkuralyanlızdeğildir kimsenin dediklerine inanmıyoruz senin böyle Bir şey yaptığına da bir an önce açıklığa kavuşturulması dileğiyle 🚬,0
ynshr😠🤣🤣🤣,0
Üyelik ücreti yok 🙅🏻 Satış ve üye sayısıyla ayda 500- 1000-1500-2000 ve daha da çok para kazanmak için deneyin. 💁🏻Satışlarınız ve üye sayınız çoğaldıkça kazanacaksınız. 🙆🏻😃,0
buraksuhanazharun çok tatlısın ya,0
ozgee_denizz 7.5 aylık hamile halim gözümün önüne geldi birden 🤔🤔,0
ozum_81_ 😉😉,0
dadas_hatice Her şey de ne çabuk unutuluyor☺️,0
gulbinvardar Oh afiyet olsun ❤️,0
bbuketkoc@gulcinnceliik,0
ayseozTürk74derdini iyi çalışamamış elektrik kesilmiş 🤣🤣,0
nanelisodaa No,0
3. 💎Ürünleri Fabrika geliş fiyatına alın...👍,0
kubrasoysall@theaslantos haha aynen ne kadar akıllıyız abla kardeş😀😀,0
"cerenlerin_efendisi Bari bir fön çek, ne öyle darmadağınık!!😋",0
leylaonurelifyusuf Şeyma subaşı na benzemişsin bacım 🤭😂😂,0
durusoy_n sinirlerim bozuldu 😁,0
ferkanelyesa@_denizcn_ ananı dövseler bu kadar hassas olmazdın herhalde,0
Bitmez bu sevda??????????,0
tasarim.org_2016 Ben 46 Yaşındayım Adam Dedem Gibi Duruyor Bu Ne ya Az İçsin vücuduna Yazık Günah,0
serapgur04 Benler de 2 tane aynı yerde bu kesinlikle emine,0
mlsppddrr Şu sansasyonu hemen paylaşalım doğru veya yanlış farketmez’in heyecanıyla 46dan 25i çıkarıp 19 bulmuşsunuz. Tebrikler,0
cgdm62dersim@emrecanakblll atana rahmet tam isabet,0
tunabatu Dişlek olmak için para mı ödemiş,0
ayse_cemrem@ezozgendengesiz ALLAHIN yarattığı burunla dalga geçen kendine bilmez ahmak....insanların beyni küçülmüş...,0
devran_i_affet@zeynepelif89 adamdaki Rahatlık yok mu😂,0
esrabyrk39@linaecekeskiner itişme olmuş işte karşılıklı olmuş o zaman sıla da Ahmet kural a şiddet uygulamış oluyor🙄 dediğim gibi içeriği kimse bilmiyor ve ben şiddet i savunmuyorum sadece her şeyin karşılıklı ve bilmediğimiz çok şey olduğunu düşünüyorum çarpıtmayı bırakın bu düşüncedeki herkese hep aynı yorumlar sırf kadınım savunmam lazım kafasıyla hareket etmeyin sizde,0
polatarici Bu adam bir diş hekimi hanımla evli değil miydi?,0
ducemirmagim🤣🤣🤣🤣🤣🤣🤣,0
sonne_shine @afteranother 😂😂😂😂,0
hawa_06_55 @flyacn biz anladık sen rahat ol 🤣🤣🤣,0
htcglr33 Ne kadar tatlı maşallah ömrü güzel olsun,0
aysegulceylinomer@tiny_princesses bir insanı tanımadan ilk görünce dış görünüşüne bakarşınız bende şu an öyle yapıyorum görüntü olarak yakışmıyorlar !,0
 ere.n_51 kim etti anlamadım?,0
fotoğrafci_ogretmen Tanımadım vallahi 😅 yaşlanmış,0
cakesphotocakes Üst kısmı süper de alt kısmını beğenmedim,0
tubayuksel35 😂😂😂hollywood çok mutlu dört gözle Süreyya Yalçını bekliyordu,0
meral_kocakaraesrarrngiz olaylar olaylar😂😂,0
devran_i_affet@yus2137 Başka sefere😄,0
topal.reyhan ...,0
nilufer.cem@yesimm.ak bence ahmet.kuralin Söyledikleri doğru çünki sormuş oda itiraf etmiş sıla o zaman Ahmet kuralı aldatmış oluyor ve evden kovuyor oda gitmiyor bir başkası olsa ihanet edeni o şekilde de bırakmaz fakat sıla sanki sütten çıkmış ya çok namuslu çok düzgün daha dun gibi yaptıkları Söyledikleri ve insanlarımız sılayı lanetliyordu şimdi mağdur hahaha inşallah Ahmet kural ispatlar ortaya çıkar Gerçek bir delil birşey ile sıla o zaman ve millet cok biliyor dediğin gibi tüm millet yanlarındaydı ya,0
koseoglu.vedat Kadına el kalkmaz sorunun varsa oturup konuşursun. Ahmet kural maalesef kendini bile savunamadı. Basın önünde saçmaladı.,0
nurbüyükkaraca@burcuburjuva  ben küfür ediyorum.. dümdüz 😃😃😃kızmayacaksın sevgili burcu🌹🌹,0
HAHAHAHAHAHA kaç GOL YEMISTIN SEN VOLKAN KAYSERISPORDAN??,0
fatmafatma0671 O nasıl davranıştır ya.,0
omid_1370.21@dt.defne 👏👏👏👏👏,0
hilalsec@silapekr haklısınız hanımefendi,0
m.i.n.e.35@srdvl tatlım bu gördüğün zaten estetikli hali😂,0
serhattukem İnsan bu kadar doğal olur helal.,0
akifq7KRALSIN SEN ❤️,0
sevnurozel Kızı da eminaya ne kadar benziyormuş kulaklar çene kopyası @2.sayfaofficial,0
sweden123456Are not man are women and hror,0
ayla_kirmizi_karli@mavihuysus kız neyi var niye beğenmedin sen yine 🤗,0
insanlıktan nasibini almamış provokatörsün,0
lanserapay çocuktan bile dram akıyor. kim bilir neye içlendi,0
mommangel24Konuşurken dahi şiddet var,0
ozcan bakiye  sinemden sonra bu ceza olmalı,0
urfali_tatlar@kempes1965 bazı şeylere insan inanamıyor zaten....,0
merveyylcnKendini aklama politikası resmen bence Çok ta zorlama,0
kubrakurtogluKarakterinin benzeyip benzememesi senin elinde,0
tiryakılikahve Çok dobra ve güzel bir kadın🌸ne yapsa yakışıyor💕,0
reyhan_yanmaz_tilkioglu@2.sayfaofficialbence emina. Boğazındaki 2 ben aynı yerde ve küpelerde aynısı 😀,0
Türkiye_cum👎👎👎👎👎👎,0
sunshine__427__😂😂😂😂😂👏👏👏👏😂😂😂😂 ahahaah yaa,0
turgaysa,0
kisakeps Olmamış @oykuserter bizimle değilsin 👎,0
leylacavus59Utanmadan kendini savunuyor,0
  ecemmTürkoglu ha,0
nur_ozan_azad Bunu birinci seçen jürinin de acilen göz ameliyatı olması gerek !!😆,0
hulyadereee Bu kadar özgüven iyi bir şey olsa gerek??,0
duygugur6 Adam mülübar😃😃,0
zehra.tzgn Adamın gözü korkmuşdur .iyi ayrılayım da beni de sonra mahkemeye vermesin demiştir gülben bu ne yapacağı belli olmaz,0
sdkaszrr Harika olmuş daha iyisi olamazdı 👏👏😂😂,0
nevisah Şeyma da bir yerden eksik kalmıyor,0
mira.khan.india Ya ne yüzsüz çocuk bu da babannesi bile hesabında gönderme yaptı 'istenmediğin kapıyı çalma diye. Bu kadar yılışık olursan olca varsa da olmaz zaten tv tv gezip babanın üzerinden prim yaptın ha yine de bir bok olamadın sadece daha çok uzaklaştırdın babanı kendinden adam magazinleri seviyor olsa zaten hep göz önünde olurdu Belli ki sevmiyor sende hep sevmediği şeyi yaptın benim midem bulandı senden iyi ki ekranlara çıkmıyor artık ayrıca Emrah o kadar kalpsiz biri olsaydı şuan ki evlatlarını bağrına basamazdı adam şarkı yazıyor çocuklarına demek ki bir kusur varsa oda sendendir sonuçta 15 yaşına kadar düzenli görüşüyordunuz anan babanın mirası üzerine hak talep etmende baskı yapınca baba da haklı olarak uzak duruyor bu çocukta takıntı olmuş baba kelimesi sevgi olduğuna inanmıyorum insan sevdiğinin istediğini yapar bu işe istemediği ne varsa yapıyor Türkiye'nin en sahtekar programı olan evleneceksen gele katılıp aylarca orda duygu sömürüsü yaparak da bunu kanıtladı.,0
Aylık 2000 oto beğeni 80 ₺,0
mucalladan Çağla çok güzel ya maşallah tam manken işte,0
merveKüçükdeveci@gulsumkutukcu,0
erdenhulya @leylailknur güzel tespitin için seni alkışlıyorum leyloş 😂,0
"duy6uozdmr   sanki restoranların mutfakları çok hijyende,burda kedi çatalı kullanmışta biz nasıl kullanacağız diye aptalca yorum yapmışlar 😀 her kafadan bir ses çıkıyor bu Türk milletinden de.",0
blck_sekman Kadın yaşlandı iyice,0
kadir_ege01Ey Cemaati Müslüman Allah Haklıdan Yanadır Kendinizi Yormayın Adalet Mülkün Temelidir.,0
sevda_v._3363@kenan.ferah düşsün ya da kendi bir şekilde kendine zarar versin yeni yasanın kapsamını bilen ler eşimden sevgilimden vb. darp gördüm diyerek alabiliyor.,0
ebrusdkk_Kadına şiddet hayır tabiki ama bunu sıla yapsaydı bu kadar gündem olurmuyduuuu,0
fuat_91👏👏,0
celebi9611 Şimdi şu adam sakallı biri olsa yanındakine türbanlı olsa adama sapık derdiniz ama şimdi aşk dersiniz☹️ nerden bakarsak bakalım görüntü iç açıcı değil,0
elif_tnazoglu_uzel Napıyorsunuz Süreyya hanım 😂,0
oyakiray@ikincisayfa efendim hanımefendi kestirmiş saçını neden yoruma açıyorsunuz bu bir haber mi bugün 32 li tuvalet  kağıdı olmuş 31 TL oturun bunu konuşun markete gidip hiçbir şey alamamak nedir bunu konuşun öykü hanım akıllıdır yakışmış da ama siz çok gereksiz konulardasınız selamlar saygılar,0
snowsunligtKeşke böyle olmasaydı herkes hata yapabilir fark edip düzeltmek önemli.,0
remyene rSUS LAAA,0
selma_und_selma Çirkin kadın,0
"gltknsocial SENİN BAKIŞINI ÖVENLERLE SENİ. LİNÇ EDENLER AYNI TAYFA, SENİ YEDİRMEYECEĞİZ!",0
fatihkndmr1453Ahmet Kural adamdır.,0
ipek yaylaz haksızliga uğramak haksız olmaktan daha acıdır diyeceğine 😂heyecandan onu bile Söyleyememiş,0
a.kara66@tisan06 nerden biliyorsunuz en yakın dostusunuz sanırım?,0
deniz_dadasli Hayır,0
ozum_81_👏👏👏👏🤗🤗🤗👍👍👍,0
